Name,Street Address,Locality,Borough,Postal Code,Country,Latitude,Longitude,Rent,Payment Standard (PS),Ratio,Price Currency,Description,Property Type,# Beds,# Baths,Square Footage,URL,Image URL,Probability
"811 Walton Avenue #B-12, Bronx, NY 10451",811 Walton Avenue #B-12,Bronx,Bronx,10451,USA,40.825578,-73.9256,1995,2484,0.8,USD,"Co-op, 1 Bed, 1 Bath",Co-op,1,1.0,0.0,https://www.citysnap.com/NY/Bronx/811-Walton-Avenue/property/16332812,https:https://images.citysnap.com/listings/301/9748920183-246955471-original.jpg,0.8958205922968727
"2413 Third Avenue #1704, Port Morris, NY 10451",2413 Third Avenue #1704,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3095,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/33484036,https:https://images.citysnap.com/listings/301/9421641773-190234471-original.jpg,0.834748958879249
"2413 Third Avenue #1604, Port Morris, NY 10451",2413 Third Avenue #1604,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3085,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/33450592,https:https://images.citysnap.com/listings/301/9401747673-408682471-original.jpg,0.8349369828473368
"2413 Third Avenue #401, Port Morris, NY 10451",2413 Third Avenue #401,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3125,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/33450504,https:https://images.citysnap.com/listings/301/6813157673-525682471-original.jpg,0.8205510299972089
"442 E 145th Street #1, Bronx, NY 10454",442 E 145th Street #1,Bronx,Bronx,10454,USA,40.812714,-73.918347,2499,2484,1.0,USD,"Co-op, 1 Bed, 1 Bath, 850 Sq Ft",Co-op,1,1.0,850.0,https://www.citysnap.com/NY/Bronx/442-E-145th-Street/listing/174257143,https:https://images.citysnap.com/listings/301/3310126673-341752471-original.jpg,0.8689741078542539
"878 Union Avenue #B, Bronx, NY 10459",878 Union Avenue #B,Bronx,Bronx,10459,USA,40.821252,-73.902312,2599,2484,1.0,USD,"Condo, 1 Bed, 1Â½ Baths, 1,090 Sq Ft",Condo,1,0.0,1090.0,https://www.citysnap.com/NY/Bronx/878-Union-Avenue/property/400018839858,https:https://images.citysnap.com/listings/301/9217577573-900461471-original.jpg,0.788037342900306
"280 Calhoun Avenue #B, Bronx, NY 10465",280 Calhoun Avenue #B,Bronx,Bronx,10465,USA,40.81777,-73.818353,2696,2484,1.1,USD,"Condo, 1 Bed, 1 Bath, 450 Sq Ft",Condo,1,1.0,450.0,https://www.citysnap.com/NY/Bronx/280-Calhoun-Avenue/property/28714339,https:https://images.citysnap.com/listings/301/2888588273-211524371-original.jpg,0.8544035597752793
"499 Concord Avenue #2 A, Bronx, NY 10455",499 Concord Avenue #2 A,Bronx,Bronx,10455,USA,40.811793,-73.908796,2725,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Bronx/499-Concord-Avenue/property/33185706,https:https://images.citysnap.com/listings/301/0764496273-407352371-original.jpg,0.853910917424282
"299 Alexander Avenue #2 S, Bronx, NY 10454",299 Alexander Avenue #2 S,Bronx,Bronx,10454,USA,40.811353,-73.924515,2590,2484,1.0,USD,"Townhouse, 1 Bed, 1 Bath",Townhouse,1,1.0,0.0,https://www.citysnap.com/NY/Bronx/299-Alexander-Avenue/property/33067310,https:https://images.citysnap.com/listings/301/6128305173-844320271-original.jpg,0.8675547096485563
"2413 Third Avenue #1602, Port Morris, NY 10451",2413 Third Avenue #1602,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3110,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/33055185,https:https://images.citysnap.com/listings/301/2975413173-779569171-original.jpg,0.8208520285440095
"2413 Third Avenue #601, Port Morris, NY 10451",2413 Third Avenue #601,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3145,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/33055204,https:https://images.citysnap.com/listings/301/3445413173-679569171-original.jpg,0.820149084157421
"2413 Third Avenue #1208, Port Morris, NY 10451",2413 Third Avenue #1208,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3190,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/33055355,https:https://images.citysnap.com/listings/301/1905613173-637669171-original.jpg,0.8192421368398477
"2413 Third Avenue #2004, Port Morris, NY 10451",2413 Third Avenue #2004,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3140,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/33055219,https:https://images.citysnap.com/listings/301/0667413173-750669171-original.jpg,0.8202496364669281
"299 E 161 Street #513, Concourse Village, NY 10451",299 E 161 Street #513,Concourse Village,Bronx,10451,USA,40.825531,-73.917194,2500,2484,1.0,USD,"Condo, 1 Bed, 1 Bath, 584 Sq Ft, 0.08 Acres",Condo,1,1.0,584.0,https://www.citysnap.com/NY/Concourse-Village/299-E-161-Street/property/33041260,https:https://images.citysnap.com/listings/301/8347901173-976309171-original.jpg,0.8689585805089917
"1600 Parkview Avenue #4B, Bronx, NY 10461",1600 Parkview Avenue #4B,Bronx,Bronx,10461,USA,40.845419,-73.826789,2800,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Bronx/1600-Parkview-Avenue/property/400018876185,https:https://images.citysnap.com/listings/301/0062452563-771292071-original.jpg,0.8526304337839045
"147 W 230th Street #2 L, Bronx, NY 10463",147 W 230th Street #2 L,Bronx,Bronx,10463,USA,40.876196,-73.903499,2046,2484,0.8,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Bronx/147-W-230th-Street/property/32680797,https:https://images.citysnap.com/listings/301/5184768463-303061071-original.jpg,0.8951697437621389
"2413 Third Avenue #808, Port Morris, NY 10451",2413 Third Avenue #808,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3500,2484,1.4,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/32563275,https:https://images.citysnap.com/listings/301/8152194363-150456961-original.jpg,0.7979383279018769
"2413 Third Avenue #501, Port Morris, NY 10451",2413 Third Avenue #501,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3435,2484,1.4,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/32563314,https:https://images.citysnap.com/listings/301/8970194363-812456961-original.jpg,0.7993637049832711
"2413 Third Avenue #403, Port Morris, NY 10451",2413 Third Avenue #403,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3310,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/32563184,https:https://images.citysnap.com/listings/301/3912194363-264356961-original.jpg,0.8168061937801026
"2413 Third Avenue #304, Port Morris, NY 10451",2413 Third Avenue #304,Port Morris,Bronx,10451,USA,40.808673,-73.931555,3680,2484,1.5,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Port-Morris/2413-Third-Avenue/property/32563023,https:https://images.citysnap.com/listings/301/2912194363-097256961-original.jpg,0.777891866698082
"299 E 161 Street #309, Concourse Village, NY 10451",299 E 161 Street #309,Concourse Village,Bronx,10451,USA,40.825531,-73.917194,2475,2484,1.0,USD,"Condo, 1 Bed, 1 Bath, 614 Sq Ft, 0.08 Acres",Condo,1,1.0,614.0,https://www.citysnap.com/NY/Concourse-Village/299-E-161-Street/property/32308017,https:https://images.citysnap.com/listings/301/6905577953-256874861-original.jpg,0.8693462956090805
"2330 Valentine Avenue #2 c, Bronx, NY 10458",2330 Valentine Avenue #2 c,Bronx,Bronx,10458,USA,40.857554,-73.897489,2050,2484,0.8,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Bronx/2330-Valentine-Avenue/property/32294266,https:https://images.citysnap.com/listings/301/7250426953-635404861-original.jpg,0.8951185452850637
"299 E 161 Street #205, Concourse Village, NY 10451",299 E 161 Street #205,Concourse Village,Bronx,10451,USA,40.825531,-73.917194,2350,2484,0.9,USD,"Condo, 1 Bed, 1 Bath, 490 Sq Ft, 0.08 Acres",Condo,1,1.0,490.0,https://www.citysnap.com/NY/Concourse-Village/299-E-161-Street/property/32222279,https:https://images.citysnap.com/listings/301/8453098853-797301861-original.jpg,0.8816058911411382
"2980 Briggs Avenue #2 J, New York City, NY 10458",2980 Briggs Avenue #2 J,New York City,Bronx,10458,USA,40.871479,-73.884807,2200,2484,0.9,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/2980-Briggs-Avenue/property/29622821,https:https://images.citysnap.com/listings/301/3366479873-683865451-original.jpg,0.8837243271549834
"505 Vanderbilt Avenue #2, Brooklyn, NY 11238",505 Vanderbilt Avenue #2,Brooklyn,Brooklyn,11238,USA,40.683076,-73.967542,3200,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/505-Vanderbilt-Avenue/property/13062751,https:https://images.citysnap.com/listings/301/0671452483-398916671-original.jpg,0.8190401096059894
"155 Withers Street #3 A, Brooklyn, NY 11211",155 Withers Street #3 A,Brooklyn,Brooklyn,11211,USA,40.717494,-73.945697,3900,2484,1.6,USD,"Co-op, 1 Bed, 1 Bath",Co-op,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/155-Withers-Street/property/29968810,https:https://images.citysnap.com/listings/301/0481452483-298916671-original.jpg,0.7554572937309225
"757 5th Avenue #2, Greenwood Heights, NY 11232",757 5th Avenue #2,Greenwood Heights,Brooklyn,11232,USA,40.658485,-73.996675,2700,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Greenwood-Heights/757-5th-Avenue,nan,0.8543356911351694
"640 Ditmas Avenue #39, Brooklyn, NY 11218",640 Ditmas Avenue #39,Brooklyn,Brooklyn,11218,USA,40.63601,-73.971618,2400,2484,1.0,USD,"Condo, 1 Bed, 1 Bath, 603 Sq Ft",Condo,1,1.0,603.0,https://www.citysnap.com/NY/Brooklyn/640-Ditmas-Avenue/property/16379232,https:https://images.citysnap.com/listings/301/1189582483-320136671-original.jpg,0.8705035956272097
"195 Clarkson Avenue #5-A, Brooklyn, NY 11226",195 Clarkson Avenue #5-A,Brooklyn,Brooklyn,11226,USA,40.655479,-73.953476,3095,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/195-Clarkson-Avenue/property/21725498,https:https://images.citysnap.com/listings/301/2381862483-507426671-original.jpg,0.834748958879249
"52 Russell Street #1, Brooklyn, NY 11222",52 Russell Street #1,Brooklyn,Brooklyn,11222,USA,40.722415,-73.94368,4650,2484,1.9,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/52-Russell-Street/property/22191439,https:https://images.citysnap.com/listings/301/1646741483-335385671-original.jpg,0.6768188264722961
"360 Furman Street #1109, Brooklyn, NY 11201",360 Furman Street #1109,Brooklyn,Brooklyn,11201,USA,40.693314,-73.999667,7250,2484,2.9,USD,"Condo, 1 Bed, 1 Bath, 1,230 Sq Ft",Condo,1,1.0,1230.0,https://www.citysnap.com/NY/Brooklyn/360-Furman-Street/property/400029931436,https:https://images.citysnap.com/listings/301/2148441483-617285671-original.jpg,0.3611779052515341
"100 Jay Street #10L, Brooklyn, NY 11201",100 Jay Street #10L,Brooklyn,Brooklyn,11201,USA,40.702004,-73.987053,5200,2484,2.1,USD,"Condo, 1 Bed, 1 Bath, 753 Sq Ft",Condo,1,1.0,753.0,https://www.citysnap.com/NY/Brooklyn/100-Jay-Street/property/400019634816,https:https://images.citysnap.com/listings/301/8155531483-544975671-original.jpg,0.6161433186403767
"184 Kent Avenue #B-604, Brooklyn, NY 11249",184 Kent Avenue #B-604,Brooklyn,Brooklyn,11249,USA,40.718763,-73.964599,5495,2484,2.2,USD,"Condo, 1 Bed, 1 Bath, 689 Sq Ft",Condo,1,1.0,689.0,https://www.citysnap.com/NY/Brooklyn/184-Kent-Avenue/property/16565711,https:https://images.citysnap.com/listings/301/0811531483-852975671-original.jpg,0.5835813854216305
"287 E 7 Th Street #GARDEN, New York City, NY 11218",287 E 7 Th Street #GARDEN,New York City,Brooklyn,11218,USA,40.645049,-73.972714,2350,2484,0.9,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/287-E-7-Th-Street,https:https://images.citysnap.com/listings/301/0158431483-381975671-original.jpg,0.8816058911411382
"252 4th Avenue #2, Brooklyn, NY 11215",252 4th Avenue #2,Brooklyn,Brooklyn,11215,USA,40.676596,-73.983946,3400,2484,1.4,USD,"Condo, 1 Bed, 1 Bath, 850 Sq Ft",Condo,1,1.0,850.0,https://www.citysnap.com/NY/Brooklyn/252-4th-Avenue/property/27137794,https:https://images.citysnap.com/listings/301/0850031483-515775671-original.jpg,0.8001280905092353
"529 Carroll Street #1 R, Brooklyn, NY 11215",529 Carroll Street #1 R,Brooklyn,Brooklyn,11215,USA,40.676525,-73.984357,2650,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/529-Carroll-Street/property/33951521,https:https://images.citysnap.com/listings/301/0100721483-075675671-original.jpg,0.8551821647712328
"450 Grand Avenue #2 G, Clinton Hill, NY 11238",450 Grand Avenue #2 G,Clinton Hill,Brooklyn,11238,USA,40.682908,-73.961851,4100,2484,1.7,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Clinton-Hill/450-Grand-Avenue/property/32489357,nan,0.7320739964822389
"55 Fleet St #25 L, Downtown Brooklyn, NY 11201",55 Fleet St #25 L,Downtown Brooklyn,Brooklyn,11201,USA,40.69292,-73.99364,5031,2484,2.0,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Downtown-Brooklyn/55-Fleet-Street/property/33959831,https:https://images.citysnap.com/listings/301/2509632483-951516671-original.jpg,0.6437655378324058
"118 Suydam Street #402, New York City, NY 11221",118 Suydam Street #402,New York City,Brooklyn,11221,USA,40.698214,-73.928104,2995,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/118-Suydam-Street/property/30371993,https:https://images.citysnap.com/listings/301/2547722483-500216671-original.jpg,0.8366214802824699
"387 Manhattan Avenue #2-C, Brooklyn, NY 11211",387 Manhattan Avenue #2-C,Brooklyn,Brooklyn,11211,USA,40.71765,-73.946915,4200,2484,1.7,USD,"Condo, 1 Bed, 1 Bath, 725 Sq Ft",Condo,1,1.0,725.0,https://www.citysnap.com/NY/Brooklyn/387-Manhattan-Avenue/property/16608740,https:https://images.citysnap.com/listings/301/7502422483-545016671-original.jpg,0.7293908085018834
"55 Fleet St #27 J, Downtown Brooklyn, NY 11201",55 Fleet St #27 J,Downtown Brooklyn,Brooklyn,11201,USA,40.69292,-73.99364,5381,2484,2.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Downtown-Brooklyn/55-Fleet-Street/property/33957809,https:https://images.citysnap.com/listings/301/1618712483-122706671-original.jpg,0.5873542841180753
"318 President Street #2, Brooklyn, NY 11231",318 President Street #2,Brooklyn,Brooklyn,11231,USA,40.680343,-73.993783,3000,2484,1.2,USD,"Condo, 1 Bed, 1 Bath, 700 Sq Ft",Condo,1,1.0,700.0,https://www.citysnap.com/NY/Brooklyn/318-President-Street/property/21964217,https:https://images.citysnap.com/listings/301/0282002483-719306671-original.jpg,0.8365282611530103
"280 Ocean Parkway #1S, Brooklyn, NY 11218",280 Ocean Parkway #1S,Brooklyn,Brooklyn,11218,USA,40.642405,-73.974575,2500,2484,1.0,USD,"Co-op, 1 Bed, 1 Bath",Co-op,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/280-Ocean-Parkway/property/16370845,nan,0.8689585805089917
"577 Lorimer Street #2, Brooklyn, NY 11211",577 Lorimer Street #2,Brooklyn,Brooklyn,11211,USA,40.714252,-73.9496,3850,2484,1.5,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/577-Lorimer-Street/property/33955035,https:https://images.citysnap.com/listings/301/7646861483-166095671-original.jpg,0.7738606948696247
"1 Sullivan Place #1 C, Brooklyn, NY 11225",1 Sullivan Place #1 C,Brooklyn,Brooklyn,11225,USA,40.664225,-73.960858,3100,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/1-Sullivan-Place/property/30289597,nan,0.8346548824963811
"295 Flatbush Avenue #4, Brooklyn, NY 11217",295 Flatbush Avenue #4,Brooklyn,Brooklyn,11217,USA,40.679003,-73.973448,3100,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/295-Flatbush-Avenue/property/16414738,https:https://images.citysnap.com/listings/301/4019401483-145865671-original.jpg,0.8346548824963811
"78 Vanderbilt Avenue, Brooklyn, NY 11205",78 Vanderbilt Avenue,Brooklyn,Brooklyn,11205,USA,40.695275,-73.970579,3500,2484,1.4,USD,"Multi-Family, 1 Bed, 1 Bath, 0.05 Acres",Multi-Family,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/78-Vanderbilt-Avenue,https:https://images.citysnap.com/listings/301/4235790483-122865671-original.jpg,0.7979383279018769
"195 Ainslie Street #2, Brooklyn, NY 11211",195 Ainslie Street #2,Brooklyn,Brooklyn,11211,USA,40.713102,-73.946402,3500,2484,1.4,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/195-Ainslie-Street/property/16293175,https:https://images.citysnap.com/listings/301/9349901483-695175671-original.jpg,0.7979383279018769
"200 Pacific Street #2, Cobble Hill, NY 11201",200 Pacific Street #2,Cobble Hill,Brooklyn,11201,USA,40.68897,-73.992407,3800,2484,1.5,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Cobble-Hill/200-Pacific-Street,https:https://images.citysnap.com/listings/301/2881701483-475075671-original.jpg,0.7750516855614763
"1310 Dean Street #2 R, Brooklyn, NY 11216",1310 Dean Street #2 R,Brooklyn,Brooklyn,11216,USA,40.676401,-73.945584,2500,2484,1.0,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/1310-Dean-Street/property/33946094,https:https://images.citysnap.com/listings/301/4054630483-948945671-original.jpg,0.8689585805089917
"58 Metropolitan Avenue #3H, New York City, NY 11249",58 Metropolitan Avenue #3H,New York City,Brooklyn,11249,USA,40.717249,-73.964682,5250,2484,2.1,USD,"Condo, 1 Bed, 1 Bath, 814 Sq Ft",Condo,1,1.0,814.0,https://www.citysnap.com/NY/New-York-City/58-Metropolitan-Avenue/property/16423616,https:https://images.citysnap.com/listings/301/8795280483-200465671-original.jpg,0.6145294260684673
"396 Manhattan Avenue #3 R, Brooklyn, NY 11211",396 Manhattan Avenue #3 R,Brooklyn,Brooklyn,11211,USA,40.717745,-73.946385,2800,2484,1.1,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/396-Manhattan-Avenue/property/33948300,https:https://images.citysnap.com/listings/301/7909470483-717065671-original.jpg,0.8526304337839045
"458 9th Street #1, Brooklyn, NY 11215",458 9th Street #1,Brooklyn,Brooklyn,11215,USA,40.666428,-73.981218,2995,2484,1.2,USD,"Co-op, 1 Bed, 1 Bath",Co-op,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/458-9th-Street/property/33943636,https:https://images.citysnap.com/listings/301/1125699383-084235671-original.jpg,0.8366214802824699
"34 Plaza Street E #810, Brooklyn, NY 11238",34 Plaza Street E #810,Brooklyn,Brooklyn,11238,USA,40.675537,-73.969253,4000,2484,1.6,USD,"Co-op, 1 Bed, 1 Bath",Co-op,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/34-Plaza-Street-E/property/16327723,https:https://images.citysnap.com/listings/301/7540489383-534884671-original.jpg,0.7529292485585912
"180 Bainbridge Street #103, New York City, NY 11233",180 Bainbridge Street #103,New York City,Brooklyn,11233,USA,40.680817,-73.929712,3805,2484,1.5,USD,"Condo, 1 Bed, 1Â½ Baths, 684 Sq Ft",Condo,1,0.0,684.0,https://www.citysnap.com/NY/New-York-City/180-Bainbridge-Street/property/33941782,https:https://images.citysnap.com/listings/301/1283089383-273584671-original.jpg,0.6617787397980263
"390 Hooper Street #1 C, Williamsburg, NY 11211",390 Hooper Street #1 C,Williamsburg,Brooklyn,11211,USA,40.709846,-73.952081,2284,2484,0.9,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Williamsburg/390-Hooper-Street,nan,0.8825420896270829
"216 6th Avenue #1, Brooklyn, NY 11215",216 6th Avenue #1,Brooklyn,Brooklyn,11215,USA,40.675097,-73.978492,2350,2484,0.9,USD,"Condo, 1 Bed, 1Â½ Baths, 600 Sq Ft",Condo,1,0.0,600.0,https://www.citysnap.com/NY/Brooklyn/216-6th-Avenue/property/18090106,nan,0.8088538475322513
"345 Lenox Road #5B, Brooklyn, NY 11226",345 Lenox Road #5B,Brooklyn,Brooklyn,11226,USA,40.654616,-73.947994,2950,2484,1.2,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/345-Lenox-Road/property/16566625,https:https://images.citysnap.com/listings/301/3802700483-701045671-original.jpg,0.8374585282074182
"595 Dean Street #2232, Brooklyn, NY 11238",595 Dean Street #2232,Brooklyn,Brooklyn,11238,USA,40.68077,-73.9699,5075,2484,2.0,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/Brooklyn/595-Dean-Street/property/33936502,https:https://images.citysnap.com/listings/301/7172609383-974464671-original.jpg,0.6423883245072912
"314 Carroll Street #4-R, New York City, NY 11231",314 Carroll Street #4-R,New York City,Brooklyn,11231,USA,40.679317,-73.992338,3295,2484,1.3,USD,"Condo, 1 Bed, 1 Bath",Condo,1,1.0,0.0,https://www.citysnap.com/NY/New-York-City/314-Carroll-Street/property/22669901,https:https://images.citysnap.com/listings/301/5636639383-082374671-original.jpg,0.8171120736994121
